identificador	nome	miniatura	tiporecurso	resumo	disciplina	ano	descritores	OS	navegadores	programas	linkdown	visualizar	tema	origem	autores	idioma	data
205	Arithmetic Workout	recursos/img/Desktop/Matematica/4/ArithmeticWorkou.png	Exercício e prática.	O recurso “Arithmetic Workou” apresenta atividades relacionadas às operações de multiplicação e de divisão, bem como exercícios de fatoração.	Matematica	4	DMI18	windows; linux		flash	recursos/recurso/Matematica/4/ArithmeticWorkou.zip	recursos/recurso/Matematica/4/ArithmeticWorkou.swf	Multiplicação. Divisão. Fatoração.	Núcleo de Desenvolvimento de Objetos de Aprendizagem Significativa (NOAS).	PhET - Interactive Simulations.	Português.	Desconhecida.
206	Ordem das Operações	recursos/img/Desktop/Matematica/4/ordemdasoperacoes.png	Vídeo.	O recurso “Ordem das Operações” apresenta, por meio de um vídeo, as regras estabelecidas para a organização de uma expressão numérica.	Matematica	4	DMI17; DMI18	windows; linux		vlc; wmp; celulloid	recursos/recurso/Matematica/4/ordem_das_operacoes.zip	recursos/recurso/Matematica/4/ordem_das_operacoes.flv	Expressão numérica.	Portal do Professor.	Portal do Ensino Básico Atividades e Recursos.	Português.	2013.
207	A ordem de um algarismo num número	recursos/img/Desktop/Matematica/4/aordemdeumalgarismonumnumero.png	Vídeo.	O recurso “A ordem de um algarismo num número” apresenta, por meio de um vídeo, a decomposição dos números em diversas ordens.	Matematica	4	DMI15	windows; linux		vlc; wmp; celulloid	recursos/recurso/Matematica/4/a_ordem_de_um_algarismo_num_numero.zip	recursos/recurso/Matematica/4/a_ordem_de_um_algarismo_num_numero.flv	Forma expandida. Sistema de numeração decimal.	Portal do Professor.	Portal do Ensino Básico Atividades e Recursos.	Português Europeu.	2013.
208	Representação e Numeração	recursos/img/Desktop/Matematica/4/representacaonumerica.png	Simulação.	O recurso “Representação e Numeração” demonstra as representações gráficas das unidades, das dezenas e das centenas, por meio de simulações.	Matematica	4	DMI13; DMI15	windows; linux		flash	recursos/recurso/Matematica/4/representacaonumerica.zip	recursos/recurso/Matematica/4/representacaonumerica.swf	Sistema de numeração decimal.	Genmagic.	Roger Rey, Fernando Romero.	Espanhol.	Desconhecida.
209	Ilha das Operações	recursos/img/Desktop/Matematica/4/Ilhadasoperacoes.png	Jogo.	O recurso “Ilha das Operações” explora diferentes situações quaternárias do campo conceitual multiplicativo, dos eixos de proporção simples e proporção múltipla. No recurso, as situações apresentam múltiplas representações, dentre elas a icônica e a tabular, a fim de oferecer uma melhor compreensão sobre as relações envolvidas.	Matematica	4	DMI18; DMI20	windows; linux	chrome; firefox; edge		recursos/recurso/Matematica/4/IlhadasOperacoes.zip	recursos/recurso/Matematica/4/IlhadasOperacoes/ilha/red-ilha-das-operacoes/index.html	Multiplicação. Divisão.	Plataforma MEC de Recursos Educacionais Digitais (RED) /  Grupo de Pesquisa e Produção de Ambientes Interativos e Objetos de Aprendizagem (PROATIVA).	Juscileide Braga de Castro, Maria de Fátima Costa de Souza, Marcia Duarte Medeiros, Lídya de Lima Monteiro, Joyce da Silva Sousa, Francisco Youri Miranda de Freitas, José Aires de Castro Filho, Gilson Júnior, Antônio Melo Júnior, Henrique Pequeno, Márcio Moreira, Yarick Ivens, Deleon Hippolyto, Douglas Silva, Nádia Lopes, Natália Prata, Alexandre da Silva, Mario Silva, Nathan Serra, Diego Linhares.	Português.	2019.
210	Planificações	recursos/img/Desktop/Matematica/5/planificacao.png	Exercício e prática.	O recurso “Planificações” trabalha com a manipulação de cubos e sua planificação, possibilitando o desenvolvimento do raciocínio lógico e espacial.	Matematica	5	DMI2	windows; linux		flash	recursos/recurso/Matematica/5/planificacao.zip	recursos/recurso/Matematica/5/planificacao.swf	Planificação. Cubo.	Portal do Professor.	Mídias Digitais para Matemática (MD MAT)	Português.	Desconhecida.
211	Quadrado Mágico	recursos/img/Desktop/Matematica/5/quadrado_magico.png	Exercício e prática.	O recurso “Quadrado Mágico” busca estimular o desenvolvimento do raciocínio lógico e do cálculo mental, por meio de exercícios que envolvem a operação de adição.	Matematica	5	DMI17	windows; linux		flash	recursos/recurso/Matematica/5/quadrado_magico.zip	recursos/recurso/Matematica/5/quadrado_magico.swf	Adição.	Portal do Professor.	Fernando Henrique Fogaça Carneiro.	Português.	Desconhecida.
212	Matemática das Frações	recursos/img/Desktop/Matematica/5/matematicadasfracoe.png	Exercício e prática.	O recurso “Matemática das Frações” propõe a resolução de atividades que trabalham com as frações equivalentes.	Matematica	5	DMI24	windows; linux		flash	recursos/recurso/Matematica/5/MatematicadasFracoes.zip	recursos/recurso/Matematica/5/MatematicadasFracoes.swf	Frações equivalentes.	Portal do Professor.	UNIFRA, Universidade Federal de Santa Maria (UFSM), Rede Interativa Virtual de Educação (RIVED).	Português.	Desconhecida.
213	Nomes e Formas 2	recursos/img/Desktop/Matematica/5/nomeseformas.png	Exercício e prática.	O recurso “Nomes e Formas 2” trabalha com a identificação das figuras bidimensionais, de acordo com as suas propriedades correspondentes.	Matematica	5	DMI3	windows; linux		flash	recursos/recurso/Matematica/5/NomeseFormas2.zip	recursos/recurso/Matematica/5/NomeseFormas2.swf	Formas geométricas.	Portal do Professor.	Gilmar Bornatto.	Português.	2009.
214	A divisão e as suas interpretações matemáticas na vida	recursos/img/Desktop/Matematica/5/adivisaoeassuasinterpretacoes.png	Vídeo.	O recurso “A divisão e as suas interpretações matemáticas na vida” apresenta, por meio de um vídeo, a operação de divisão e as diferenças entre a razão e a proporção.	Matematica	5	DMI20	windows; linux		vlc; wmp; celulloid	recursos/recurso/Matematica/5/Adivisaoeassuasinterpretacoesmatematicanavida.zip	recursos/recurso/Matematica/5/Adivisaoeassuasinterpretacoesmatematicanavida.wmv	Divisão. Razão e proporção.	Portal do Professor.	Ministério da Educação (MEC).	Português.	2009.
215	Tablas de multiplicar	recursos/img/Desktop/Matematica/5/tablasdemultiplicar.png	Exercício e prática.	O recurso “Tablas de multiplicar” possibilita o estudo da tabuada de multiplicação, por meio da resolução de exercícios.	Matematica	5	DMI18	windows; linux		flash	recursos/recurso/Matematica/5/tablasdemultiplicar.zip	recursos/recurso/Matematica/5/tablasdemultiplicar.swf	Multiplicação.	Genmagic.	Roger Rey, Fernando Romero, Alfonso Garcia.	Espanhol.	Desconhecida.
216	Fracciones	recursos/img/Desktop/Matematica/5/fracciones.png	Exercício e prática.	O recurso “Fracciones” apresenta diferentes figuras e suas respectivas representações na forma de fração, permitindo a sua identificação.	Matematica	5	DMI24	windows; linux		flash	recursos/recurso/Matematica/5/Fracciones.zip	recursos/recurso/Matematica/5/Fracciones.swf	Fração.	Genmagic.	Roger Rey, Fernando Romero.	Espanhol.	Desconhecida.
217	El castillo de las fracciones	recursos/img/Desktop/Matematica/5/elcastillodelasfracciones.png	Exercício e prática.	O recurso “El castillo de las fracciones” apresenta, por meio de exercícios e simulações, as representações de algumas frações, permitindo a sua identificação.	Matematica	5	DMI24	windows; linux		flash	recursos/recurso/Matematica/5/elcastillodelasfracciones.zip	recursos/recurso/Matematica/5/elcastillodelasfracciones.swf	Frações.	Genmagic.	Roger Rey, Fernando Romero, Alfonso Garcia.	Espanhol.	Desconhecida.
218	Perímetro de um polígono	recursos/img/Desktop/Matematica/5/figuraseperimetros.png	Exercício e prática.	O recurso “Perímetro de um polígono” possibilita a identificação e o cálculo do perímetro de figuras bidimensionais, de acordo com as suas propriedades correspondentes.	Matematica	5	DMI2; DMI11	windows; linux		flash	recursos/recurso/Matematica/5/Perimetrodeumpoligono.zip	recursos/recurso/Matematica/5/Perimetrodeumpoligono.swf	Figuras geométricas. Perímetros.	Mídias Digitais para Matemática (MD MAT).	Mídias Digitais para Matemática (MD MAT).	Português.	2013.
220	Simplificando Frações	recursos/img/Desktop/Matematica/5/simplificandoFracoes.png	Exercício e prática.	O recurso “Simplificando Frações” propõe atividades que abordam a equivalência e a simplificação de frações equivalentes.	Matematica	5	DMI24	windows; linux		flash	recursos/recurso/Matematica/5/simplificandoFracoes.zip	recursos/recurso/Matematica/5/simplificandoFracoes.swf	Frações equivalentes.	Portal do Professor.	Fernando Henrique Fogaça Carneiro.	Português.	Desconhecida.
221	Divertix	recursos/img/Desktop/Matematica/5/Divertix.png	Jogo.	O recurso “Divertix” trabalha com conceitos relacionados à Probabilidade e à Estatística, por meio de atividades que abordam a interpretação, a montagem e a organização de dados gráficos.	Matematica	5	DMI1; DMI27; DMI28	windows; linux	chrome; firefox; edge		recursos/recurso/Matematica/5/Divertix.zip	recursos/recurso/Matematica/5/Divertix/red-divertix/dist/index.html	Gráficos. Probabilidade. Estatística.	Plataforma MEC de Recursos Educacionais Digitais (RED) /  Grupo de Pesquisa e Produção de Ambientes Interativos e Objetos de Aprendizagem (PROATIVA).	Juscileide Braga de Castro, Maria de Fátima Costa de Souza, Marcia Duarte Medeiros, Lídya de Lima Monteiro, Joyce da Silva Sousa, Danilo do Carmo de Souza, José Aires de Castro Filho, Gilson Júnior, Antônio Melo Júnior, Henrique Pequeno, Márcio Moreira, Julianne Holanda, Deleon Hippolyto, Douglas Silva, Nália Lopes, Natália Prata, Nathan Serra, Diego Linhares.	Português.	2019.
222	Números Múltiplos	recursos/img/Desktop/Matematica/6/NumerosMultiplos.png	Exercício e prática.	O recurso “Números Múltiplos” trabalha com a identificação e a interpretação dos números múltiplos, além de noções de comparação e sequências.	Matematica	6	DMII19	windows; linux		flash	recursos/recurso/Matematica/6/NumerosMultiplos.zip	recursos/recurso/Matematica/6/NumerosMultiplos.swf	Números múltiplos. Sequência numérica. Noções de comparação.	Grupo de Pesquisa e Produção de Ambientes Interativos e Objetos de Aprendizagem (PROATIVA).	Grupo de Pesquisa e Produção de Ambientes Interativos e Objetos de Aprendizagem (PROATIVA), Rede Interativa Virtual de Educação (RIVED).	Português.	Desconhecida.
224	Expressões Numéricas	recursos/img/Desktop/Matematica/6/ExpressoesNumericas.png	Exercício e prática.	O recurso "Expressões Numéricas" apresenta a ordem de resolução das operações em uma expressão numérica, com e sem parênteses. O recurso, ainda, busca desenvolver habilidades relacionadas ao cálculo mental.	Matematica	6	DMII18	windows; linux		flash	recursos/recurso/Matematica/6/expressoesNumericas.zip	recursos/recurso/Matematica/6/expressoesNumericas.swf	Expressões numéricas.	Banco Internacional de Objetos Educacionais (BIOE).	Roger Rey, Fernando Romero, Alfonso Garcia.	Português.	Desconhecida.
225	Números Primos	recursos/img/Desktop/Matematica/6/numerosPrimos.png	Exercício e prática.	O recurso "Números Primos" trabalha com a fatoração de fatores primos, por meio da relação entre a ordem dos números naturais e a multiplicação mental.	Matematica	6	DMII18	windows; linux		flash	recursos/recurso/Matematica/6/numerosPrimos.zip	recursos/recurso/Matematica/6/numerosPrimos.swf	Números primos. Fatoração.	Mídias Digitais para Matemática (MD MAT).	Mídias Digitais para Matemática (MD MAT).	Português.	Desconhecida.
227	Dados	recursos/img/Desktop/Matematica/6/Dados.png	Exercício e prática.	O recurso "Dados" apresenta a relação entre o cubo e suas planificações, possibilitando o seu reconhecimento. O recurso, ainda, trabalha com a probabilidade relacionada à soma das faces opostas de um dado.	Matematica	6	DMII18	windows; linux		flash	recursos/recurso/Matematica/6/Dados.zip	recursos/recurso/Matematica/6/Dados.swf	Cubo. Planificações. Probabilidade.	Banco Internacional de Objetos Educacionais (BIOE).	Mídias Digitais para Matemática (MD MAT).	Português.	2009.
230	Aresta	recursos/img/Desktop/Matematica/6/Aresta.png	Animação.	O recurso “Aresta” apresenta, por meio de uma animação, os conceitos matemáticos referentes às figuras geométricas planas e espaciais.	Matematica	6	DMII2	windows; linux		flash	recursos/recurso/Matematica/6/Aresta.zip	recursos/recurso/Matematica/6/Aresta.swf	Formas geométricas planas e espaciais.	Banco Internacional de Objetos Educacionais (BIOE).	Ibelmar Parellada.	Português.	2010.
231	Quadrado Mágico	recursos/img/Desktop/Matematica/6/quadradoMagico.png	Exercício e prática.	O recurso “Quadrado Mágico” aborda a operação matemática de adição, por meio de atividades que exploram o raciocínio lógico e o cálculo mental.	Matematica	6	DMII18	windows; linux		flash	recursos/recurso/Matematica/6/quadradoMagico.zip	recursos/recurso/Matematica/6/quadradoMagico.swf	Adição. Raciocínio lógico. Cálculo mental.	Banco Internacional de Objetos Educacionais (BIOE).	Mídias Digitais para Matemática (MD MAT).	Português.	2011.
232	Triângulo (Triangle (connaissant les trois côtés)	recursos/img/Desktop/Matematica/6/Triangulo.png	Animação.	O recurso “Triângulo (Triangle connaissant les trois côtés)” traz, por meio de uma animação, o processo de construção geométrica de um triângulo.	Matematica	6	DMII3	windows; linux		flash	recursos/recurso/Matematica/6/Triangulo.zip	recursos/recurso/Matematica/6/Triangulo.swf	Geometria. Triângulo.	Banco Internacional de Objetos Educacionais (BIOE).	Collège Jean Rostand.	Francês.	2010.
233	Tudo que você sempre quis perguntar	recursos/img/Desktop/Matematica/6/Tudo_que_vocesemprequisperguntar_video.png	Vídeo.	O recurso “Tudo que você sempre quis perguntar” apresenta, por meio de um vídeo, alguns conceitos sobre as propriedades de potenciação.	Matematica	6	DMII25; DMII30	windows; linux		vlc; wmp; celulloid	recursos/recurso/Matematica/6/Tudo_que_vocesemprequisperguntar_video.zip	recursos/recurso/Matematica/6/Tudo_que_vocesemprequisperguntar_video.mpg	Potenciação.	Banco Internacional de Objetos Educacionais (BIOE).	Claudina Rodrigues, Márcia Bechara, Eliane Rezende, Michelly Guerra Costa, Maria Lúcia de Queiroz, Cristiano Torezzan, Marcelo Firer, Projeto Condigital MEC - MCT, Universidade Estadual de Campinas - UNICAMP - Matemática, Raphael Garcia, Frederico Gualberto de Souza, Sarah Yakh.	Português.	2012.
234	Máximo Divisor Comum	recursos/img/Desktop/Matematica/6/MaximoDivisorComum.png	Vídeo.	O recurso “Máximo Divisor Comum" apresenta, por meio de um vídeo, um método para calcular o Máximo Divisor Comum (MDC) entre dois números naturais.	Matematica	6	DMII19	windows; linux		vlc; wmp; celulloid	recursos/recurso/Matematica/6/Maximodivisorcomum.zip	recursos/recurso/Matematica/6/Maximodivisorcomum.flv	Máximo Divisor Comum.	Portal do Professor.	Portal do Ensino Básico Atividades e Recursos.	Português.	2013.
235	Interpretação do Significado de Fração	recursos/img/Desktop/Matematica/6/Interpretaciondelsignificadodeunafraccion.png	Animação.	O recurso “Interpretação do Significado de Fração” traz, por meio de uma animação, a representação dos conceitos de partes de fração e volume.	Matematica	6	DMII22	windows; linux		flash	recursos/recurso/Matematica/6/Interpretaciondelsignificadodeunafraccion.zip	recursos/recurso/Matematica/6/Interpretaciondelsignificadodeunafraccion.swf	Fração. Capacidade de volume.	Portal do Professor.	Carmen Candioti Lopez Pujato, Manuel Gertrudix Barrio, Miguel Angel de la Fuente Lopez.	Espanhol.	2010.
236	Atividades Interativas	recursos/img/Desktop/Matematica/7/AtividadesInterativas.png	Exercício e prática.	O recurso “Atividades Interativas” propõe exercícios que envolvem equações do 1º grau, a partir de situações objetivas e direcionadas.	Matematica	7	DMII33	windows; linux		flash	recursos/recurso/Matematica/7/AtividadesInterativas.zip	recursos/recurso/Matematica/7/AtividadesInterativas.swf	Equação do 1º grau.	Projeto Ativa (UFC).	José Aires de Castro Filho, Antônio Luiz de Oliveira Barreto, Bárbara de Sena Cabral, Daisyane Carneiro Barreto, Laécio Nobre de Macedo, Monalisa de Abreu Leite, Natasha Carneir Barreto, Raquel Santiago Freire, Alex José Oliveira dos Santos, Francisco Jodevan Campelo, Eduardo Ferreira de Sousa, Francisco Jodevan Campelo, Henrique Sérgio Lima Pequeno, Maria Aurislene Lopes Mourão, Mauro Cavalcante Pequeno.	Português.	Desconhecida.
238	Frações em Porcentagens	recursos/img/Desktop/Matematica/7/FracoesemPorcentagens.png	Exercício e prática.	O recurso “Frações em Porcentagens” apresenta a relação entre as frações e suas porcentagens correspondentes, a partir da resolução de exercícios.	Matematica	7	DMII21	windows; linux		flash	recursos/recurso/Matematica/7/FracoesemPorcentagens.zip	recursos/recurso/Matematica/7/FracoesemPorcentagens.swf	Frações. Porcentagem.	Banco Internacional de Objetos Educacionais (BIOE).	Gilmar Bornatto.	Português.	2009.
239	Adição e Subtração com Números Inteiros	recursos/img/Desktop/Matematica/7/AdicaoeSubcomNumerosInteiros.png	Exercício e prática.	O recurso “Adição e Subtração com Números Inteiros” possibilita a aplicação dos conceitos que envolvem a adição e a subtração com números inteiros, por meio de exercícios que envolvem estas operações.	Matematica	7	DMII16; DMII18	windows; linux		flash	recursos/recurso/Matematica/7/AdicaoeSubcomNumerosInteiros.zip	recursos/recurso/Matematica/7/AdicaoeSubcomNumerosInteiros.swf	Números inteiros. Adição. Subtração.	Portal do Professor.	T. L. Hui.	Inglês.	2010.
240	Adição com Números Inteiros - Blocos	recursos/img/Desktop/Matematica/7/AdicaoComNumerosInteiros.png	Exercício e prática.	O recurso “Adição com Números Inteiros” possibilita o estudo da operação de adição com números inteiros, por meio da proposição de atividades práticas.	Matematica	7	DMII18	windows; linux		flash	recursos/recurso/Matematica/7/AdicaoComNumerosInteiros.zip	recursos/recurso/Matematica/7/AdicaoComNumerosInteiros.swf	Números inteiros. Adição.	Portal do Professor.	T. L. Hui.	Inglês.	2005.
241	Divisão com Números Inteiros	recursos/img/Desktop/Matematica/7/DivisaoComNumerosInteiros.png	Exercício e prática.	O recurso “Divisão com Números Inteiros” possibilita o estudo da operação de divisão com números inteiros, por meio da proposição de atividades práticas.	Matematica	7	DMII18	windows; linux		flash	recursos/recurso/Matematica/7/DivisaoComNumerosInteiros.zip	recursos/recurso/Matematica/7/DivisaoComNumerosInteiros.swf	Números inteiros. Divisão.	Portal do Professor.	T. L. Hui.	Inglês.	2005.
242	Multiplicação com Números Inteiros	recursos/img/Desktop/Matematica/7/MultiplicacaoComNumerosInteiros.png	Exercício e prática.	O recurso ”Multiplicação com Números Inteiros” possibilita o estudo da operação de multiplicação com números inteiros, por meio da proposição de atividades práticas.	Matematica	7	DMII18	windows; linux		flash	recursos/recurso/Matematica/7/MultiplicacaoComNumerosInteiros.zip	recursos/recurso/Matematica/7/MultiplicacaoComNumerosInteiros.swf	Números inteiros. Multiplicação.	Portal do Professor.	T. L. Hui.	Inglês.	2005.
243	Subtração com Números Inteiros 1	recursos/img/Desktop/Matematica/7/SubtracaoComNumerosInteiros1.png	Exercício e prática.	O recurso “Subtração com Números Inteiros 1” possibilita o estudo da operação de subtração simples com números inteiros, por meio da proposição de atividades práticas.	Matematica	7	DMII18	windows; linux		flash	recursos/recurso/Matematica/7/SubtracaoComNumerosInteiros1.zip	recursos/recurso/Matematica/7/SubtracaoComNumerosInteiros1.swf	Números inteiros. Subtração simples.	Banco Internacional de Objetos Educacionais (BIOE).	T. L. Hui.	Inglês.	2005.
244	Subtração com Números Inteiros 2	recursos/img/Desktop/Matematica/7/SubtracaoComNumerosInteiros2.png	Exercício e prática.	O recurso “Subtração com Números Inteiros 2” possibilita o estudo da operação de subtração com números inteiros, por meio da proposição de atividades práticas.	Matematica	7	DMII18	windows; linux		flash	recursos/recurso/Matematica/7/SubtracaoComNumerosInteiros2.zip	recursos/recurso/Matematica/7/SubtracaoComNumerosInteiros2.swf	Números inteiros. Subtração.	Banco Internacional de Objetos Educacionais (BIOE).	T. L. Hui.	Inglês.	2005.
245	Frações Equivalentes	recursos/img/Desktop/Matematica/7/FracoesEquivalentes_Jogo_Memoria.png	Jogo.	O recurso "Frações Equivalentes" é um jogo da memória, no qual os pares são formados por frações equivalentes. Para a resolução do jogo, o aluno precisará selecionar os pares corretamente, conforme os estudos sobre as frações.	Matematica	7	DMII23	windows; linux		flash	recursos/recurso/Matematica/7/FracoesEquivalentes_Jogo_Memoria.zip	recursos/recurso/Matematica/7/FracoesEquivalentes_Jogo_Memoria.swf	Frações equivalentes.	Portal do Professor.	Gilmar Bornatto.	Português.	2009.
246	Quadrado Mágico	recursos/img/Desktop/Matematica/8/QuadradoMagico.png	Exercício e prática.	O recurso "Quadrado Mágico" propõe exercícios que envolvem equações do 1º grau, a partir de situações objetivas e direcionadas.	Matematica	8	DMII33	windows; linux		flash	recursos/recurso/Matematica/8/QuadradroMagico.zip	recursos/recurso/Matematica/8/QuadradroMagico.swf	Equação do 1º grau.	Projeto Ativa (UFC).	José Aires de Castro Filho, Antônio Luiz de Oliveira Barreto, Bárbara de Sena Cabral, Daisyane Carneiro Barreto, Laécio Nobre de Macedo, Monalisa de Abreu Leite, Natasha Carneir Barreto, Raquel Santiago Freire, Alex José Oliveira dos Santos, Francisco Jodevan Campelo, Eduardo Ferreira de Sousa, Francisco Jodevan Campelo, Henrique Sérgio Lima Pequeno, Maria Aurislene Lopes Mourão, Mauro Cavalcante Pequeno.	Português.	Desconhecida.
248	Collins Collinus	recursos/img/Desktop/Matematica/8/CollinsCollinus.png	Exercício e prática.	O recurso “Collins Collinus” trabalha com as operações de adição e de subtração com números inteiros, por meio da proposição de exercícios.	Matematica	8	DMII18	windows; linux		flash	recursos/recurso/Matematica/8/CollinsCollinus.zip	recursos/recurso/Matematica/8/CollinsCollinus.swf	Números inteiros. Adição. Subtração.	Banco Internacional de Objetos Educacionais (BIOE).	Milena Wollmann, Gabriel Wolf Flores, Anuar Daian de Morais, Universidade Federal do Rio Grande do Sul (UFRGS), Mídias Digitais para Matemática (MD MAT).	Português.	2010.
249	Escadas Rived - Teorema de Tales	recursos/img/Desktop/Matematica/8/EscadasRived.png	Animação.	O recurso “Escadas Rived - Teorema de Tales” apresenta, por meio de animações, a formação de escadas segundo os conceitos do Teorema de Tales.	Matematica	8	DMII29	windows; linux		flash	recursos/recurso/Matematica/8/EscadasRived.zip	recursos/recurso/Matematica/8/EscadasRived.swf	Teorema de Tales.	Rede Interativa Virtual de Educação (RIVED).	Rede Interativa Virtual de Educação (RIVED).	Português.	Desconhecida.
250	Jogo das Figuras	recursos/img/Desktop/Matematica/8/JogodasFiguras.png	Exercício e prática.	O recurso “Jogo das Figuras” propõe a visualização espacial, a partir da representação em perspectiva e da vista superior dos objetos.	Matematica	8	DMII2	windows; linux		flash	recursos/recurso/Matematica/8/JogodasFiguras.zip	recursos/recurso/Matematica/8/JogodasFiguras.swf	Figuras espaciais.	Banco Internacional de Objetos Educacionais (BIOE).	Elisa Friedrich Martins, Rodrigo Orestes Feijó, Igor Cunha, Vera Weiand, Milena Wollmann, Fabiana Serres, Eduardo Melloni Lucchesi, Saimon Guevara Brum, Paula Aguiar Silva, Gabriel Wolf Flores, Vinícius Cardoso, Cristiano Lopes Lima, Daniela Stevani Hoffmann, Anuar Daian Morais, Taís Aline Azevedo, Guilherme Nogueira, Vinícius Teixeira, Rodrigo Sychocki Silva, Priscila Moraes.	Português.	2009.
251	Jogo da Roda	recursos/img/Desktop/Matematica/8/JogodaRoda.png	Exercício e prática.	O recurso “Jogo da Roda” propõe atividades de exercitação que envolvem problemas e cálculos. Para isso, o recurso utiliza conceitos relacionados à regra de três e às expressões numéricas.	Matematica	8	DMII15; DMII19; DMII26; DMII30	windows; linux		flash	recursos/recurso/Matematica/8/JogodaRoda.zip	recursos/recurso/Matematica/8/JogodaRoda.swf	Regra de três. Expressões algébricas.	Portal do Professor.	Mídias Digitais para Matemática (MD MAT).	Português.	Desconhecida.
252	Jogo da Praia	recursos/img/Desktop/Matematica/8/JogodaPraia.png	Simulação.	O recurso “Jogo da Praia” trabalha, por meio de simulações, com a identificação e a localização dos números inteiros em uma reta numérica.	Matematica	8	DMII1; DMII16	windows; linux		flash	recursos/recurso/Matematica/8/JogodaPraia.zip	recursos/recurso/Matematica/8/JogodaPraia.swf	Números inteiros. Reta numérica.	Portal do Professor.	Anuar Daian de Morais, Rodrigo Orestes Feijó, Eduardo Melloni Lucchesi, Mídias Digitais para Matemática (MD MAT), Universidade Federal do Rio Grande do Sul (UFRGS).	Português.	2014.
253	Generador de Policubos	recursos/img/Desktop/Matematica/8/Generadordepolicubos.png	Simulação.	O recurso “Generador de Policubos” apresenta a visualização de um cubo, possibilitando a compreensão de suas dimensões.	Matematica	8	DMII2	windows; linux		flash	recursos/recurso/Matematica/8/Generadordepolicubos.zip	recursos/recurso/Matematica/8/Generadordepolicubos.swf	Geometria espacial. Cubo.	Portal do Professor.	Carmen Candioti Lopez Pujato, Manuel Gertrudix Barrio, Miguel Angel de la Fuente Lopez.	Espanhol.	2010.
255	Equação do 1º Grau	recursos/img/Desktop/Matematica/8/Equacoes_primeiro_grau.png	Animação.	O recurso “Equação do 1º Grau” busca explorar o desenvolvimento e a ampliação do conceito de equações, por meio da observação de situações em uma balança de dois pratos.	Matematica	8	DMII30; DMII33	windows; linux		flash	recursos/recurso/Matematica/8/Equacoes_primeiro_grau.zip	recursos/recurso/Matematica/8/Equacoes_primeiro_grau.swf	Equação do 1º grau.	Portal do Professor.	Macromedia, Ernesto Rosa.	Português.	2009.
257	Notação Científica	recursos/img/Desktop/Matematica/9/NotacaoCientificaNotacionCientifica.png	Exercício e prática.	O recurso “Notação Científica” define e demonstra, por meio de animações e atividades, exemplos de números expressos em forma de Notação Científica.	Matematica	9	DMII24; DMII25	windows; linux		flash	recursos/recurso/Matematica/9/NotacaoCientificaNotacionCientifica.zip	recursos/recurso/Matematica/9/NotacaoCientificaNotacionCientifica.swf	Notação Científica.	Genmagic.	Roger Rey, Fernando Romero.	Espanhol.	Desconhecida.
258	Comparação de Tamanhos	recursos/img/Desktop/Matematica/9/ComparacaodeTamanhos.png	Exercício e prática.	O recurso “Comparação de Tamanhos” trabalha com conceitos relacionados à razão, à semelhança e à proporção de tamanhos, a partir de atividades práticas.	Matematica	9	DMII7; DMII29	windows; linux		flash	recursos/recurso/Matematica/9/ComparacaodeTamanhos.zip	recursos/recurso/Matematica/9/ComparacaodeTamanhos.swf	Razão. Semelhança. Proporção. Tamanhos.	Portal do Professor.	Desconhecida.	Português.	Desconhecida.
259	Construtora Rived	recursos/img/Desktop/Matematica/9/Construtora.png	Exercício e prática.	O recurso "Construtora Rived" abrange atividades que envolvem cálculos de medidas de uma área, por meio de situações contextualizadas.	Matematica	9	DMII1; DMII26	windows; linux		flash	recursos/recurso/Matematica/9/Construtora.zip	recursos/recurso/Matematica/9/Construtora.swf	Área. Perímetro.	Portal do Professor.	Rede Interativa Virtual de Educação (RIVED), Grupo de Pesquisa e Produção de Ambientes Interativos e Objetos de Aprendizagem (PROATIVA).	Português.	Desconhecida.
260	Ampliando Noções Trigonométricas	recursos/img/Desktop/Matematica/9/ampliandonocoestTrigonometricas.png	Simulação.	O recurso “Ampliando Noções Trigonométricas” propõe o reconhecimento, bem como a compreensão da relação entre os senos dos ângulos, por meio de atividades e simulações.	Matematica	9	DMII11; DMII15	windows; linux		flash	recursos/recurso/Matematica/9/ampliandonocoestTrigonometricas.zip	recursos/recurso/Matematica/9/ampliandonocoestTrigonometricas.swf	Ângulos.	Rede Interativa Virtual de Educação (RIVED).	Rede Interativa Virtual de Educação (RIVED).	Português / Inglês.	Desconhecida.
261	A matemática das Plantas	recursos/img/Desktop/Matematica/9/amatematicadasplantas.png	Exercício e prática.	O recurso “A matemática das Plantas” apresenta, por meio de uma animação, a história que envolve os conceitos de escalas e de proporções. O recurso, ainda, traz atividades sobre a temática.	Matematica	9	DMII15; DMII26; DMII29	windows; linux		flash	recursos/recurso/Matematica/9/amatematicadasplantas.zip	recursos/recurso/Matematica/9/amatematicadasplantas.swf	Escalas. Proporções.	Rede Interativa Virtual de Educação (RIVED).	Rede Interativa Virtual de Educação (RIVED).	Português.	Desconhecida.
